Age,Gender,Education,Income,Debt,Credit_Score,Loan_Amount,Loan_Term,Num_Credit_Cards,Payment_History,Employment_Status,Residence_Type,Marital_Status,Creditworthiness
62,Male,PhD,44854,11285,779,9753,60,1,Average,Self-Employed,Rented,Married,1
63,Female,Master,122762,28513,520,7756,12,4,Average,Unemployed,Rented,Divorced,0
49,Female,Master,38032,11270,700,32041,48,2,Good,Unemployed,Mortgaged,Married,1
49,Male,High School,74679,19839,359,44681,48,4,Good,Self-Employed,Owned,Married,1
22,Female,Master,148174,20830,431,7249,24,2,Bad,Employed,Rented,Married,0
53,Male,High School,49272,43365,692,44844,24,3,Good,Self-Employed,Mortgaged,Single,1
63,Male,High School,127654,17270,313,38374,36,8,Bad,Employed,Owned,Divorced,0
59,Male,Master,126488,38579,734,19031,36,4,Average,Unemployed,Mortgaged,Divorced,1
66,Female,Master,134169,8827,773,24310,36,6,Good,Unemployed,Rented,Single,0
59,Male,PhD,55109,44705,450,18186,48,9,Bad,Employed,Owned,Divorced,0
56,Male,High School,70670,28324,769,3575,36,8,Good,Unemployed,Rented,Divorced,1
33,Female,Master,120142,27088,710,7233,12,2,Good,Self-Employed,Mortgaged,Divorced,1
50,Female,Master,70022,41574,644,5305,36,2,Average,Self-Employed,Owned,Single,1
66,Female,PhD,25538,3923,495,15161,60,3,Good,Self-Employed,Owned,Divorced,1
38,Male,Master,64237,38769,843,10652,60,2,Bad,Employed,Owned,Single,1
26,Female,Bachelor,29533,18192,372,18584,24,3,Good,Employed,Mortgaged,Married,1
23,Female,Bachelor,116328,41244,493,28096,48,2,Average,Employed,Mortgaged,Single,0
68,Male,High School,79650,13886,491,1524,60,6,Average,Unemployed,Rented,Divorced,0
62,Male,PhD,91013,32352,729,25675,12,9,Average,Employed,Mortgaged,Single,1
52,Male,Master,29363,39731,800,29181,24,8,Bad,Self-Employed,Mortgaged,Married,1
56,Male,High School,97800,39703,516,16815,60,6,Average,Employed,Owned,Divorced,0
39,Female,Master,66304,21614,784,8119,36,4,Average,Self-Employed,Mortgaged,Divorced,1
58,Male,Bachelor,135816,17711,659,35259,60,5,Bad,Unemployed,Owned,Married,1
22,Female,Master,31819,29870,608,30305,60,4,Bad,Employed,Mortgaged,Single,1
59,Male,Master,32191,18066,720,16291,24,5,Bad,Self-Employed,Rented,Married,0
40,Male,Master,26499,45291,710,20256,48,2,Bad,Self-Employed,Owned,Divorced,1
34,Female,Bachelor,83001,33891,816,5247,36,8,Bad,Employed,Mortgaged,Married,0
29,Female,Bachelor,130383,1753,542,2146,36,1,Good,Unemployed,Mortgaged,Divorced,0
40,Female,PhD,37668,41882,471,32136,36,9,Average,Employed,Rented,Divorced,0
33,Male,Bachelor,28762,35374,759,15059,36,1,Bad,Unemployed,Owned,Married,1
20,Male,High School,116828,40293,664,18638,48,5,Average,Self-Employed,Rented,Married,1
47,Female,Master,39248,4578,377,1250,36,9,Good,Employed,Rented,Married,0
39,Female,Bachelor,124349,22050,789,31850,48,1,Good,Employed,Rented,Single,1
26,Male,High School,64944,16468,831,34110,24,1,Bad,Self-Employed,Rented,Divorced,0
46,Female,Bachelor,96869,20229,825,31433,12,3,Average,Unemployed,Mortgaged,Divorced,1
64,Female,Master,136665,3938,505,14359,48,8,Average,Employed,Mortgaged,Divorced,0
54,Male,High School,116188,49925,590,20298,36,3,Good,Employed,Rented,Married,1
40,Female,Bachelor,126942,43886,803,44888,24,2,Good,Employed,Rented,Divorced,1
30,Male,Bachelor,33070,14875,727,20394,24,6,Good,Unemployed,Mortgaged,Married,1
49,Male,High School,111392,36195,770,19187,60,5,Bad,Self-Employed,Owned,Married,1
63,Male,PhD,117164,25740,812,30191,60,9,Bad,Self-Employed,Mortgaged,Single,0
69,Female,High School,57807,15150,623,18311,12,3,Good,Self-Employed,Mortgaged,Divorced,1
64,Female,High School,108959,10701,554,20738,12,4,Average,Unemployed,Mortgaged,Single,1
65,Female,High School,68033,24291,350,30237,60,8,Bad,Unemployed,Rented,Married,1
40,Female,High School,45212,30286,399,46967,60,2,Average,Self-Employed,Rented,Divorced,1
62,Male,Bachelor,121277,25116,763,46608,24,5,Good,Employed,Rented,Divorced,1
34,Male,High School,24626,6886,798,27818,48,9,Bad,Unemployed,Rented,Divorced,1
57,Female,High School,69270,14672,536,4571,60,9,Good,Self-Employed,Owned,Divorced,1
38,Female,Master,60767,15508,771,44734,36,9,Bad,Self-Employed,Mortgaged,Married,1
19,Female,Bachelor,81505,29668,697,2874,48,1,Average,Employed,Owned,Divorced,1
54,Female,Master,22292,44770,456,32062,48,1,Good,Employed,Rented,Divorced,0
23,Male,Bachelor,136792,10392,597,13865,36,1,Average,Unemployed,Mortgaged,Divorced,1
61,Female,PhD,135755,38936,313,38877,36,8,Average,Unemployed,Rented,Single,0
35,Male,PhD,34859,47190,415,46577,36,4,Average,Self-Employed,Owned,Divorced,0
47,Female,Bachelor,50585,4281,438,12312,24,9,Bad,Unemployed,Owned,Single,1
39,Female,PhD,102343,47839,374,28026,60,6,Average,Employed,Rented,Single,1
50,Female,PhD,23819,9810,659,779,60,3,Average,Unemployed,Owned,Divorced,0
47,Male,Bachelor,109623,38722,323,22058,24,8,Bad,Unemployed,Rented,Married,0
34,Female,High School,130986,30850,705,2770,48,1,Good,Unemployed,Rented,Married,1
60,Male,Master,133089,37491,625,10847,24,2,Average,Unemployed,Owned,Divorced,1
49,Male,Bachelor,21280,35454,633,40129,60,8,Bad,Employed,Owned,Married,1
59,Female,Bachelor,83480,48659,628,17567,12,1,Good,Unemployed,Rented,Divorced,1
68,Male,Bachelor,98777,13924,599,18927,24,5,Bad,Employed,Rented,Divorced,0
31,Male,Master,128315,17023,388,34228,12,3,Bad,Unemployed,Rented,Divorced,1
27,Male,Bachelor,34147,29508,314,3577,12,2,Bad,Self-Employed,Mortgaged,Married,1
64,Female,Master,105352,29468,600,33774,36,4,Good,Unemployed,Owned,Married,1
68,Male,Master,135450,29379,617,43282,36,2,Good,Employed,Owned,Divorced,1
53,Male,PhD,87165,26929,477,12980,36,5,Average,Employed,Owned,Divorced,1
51,Female,High School,123803,38007,761,3303,12,8,Average,Self-Employed,Owned,Married,1
26,Female,PhD,28634,42313,568,5799,60,4,Average,Self-Employed,Owned,Divorced,1
59,Male,Bachelor,88550,17664,404,43577,36,7,Average,Employed,Rented,Single,1
45,Male,Bachelor,149915,14633,816,16592,36,5,Average,Employed,Rented,Single,1
28,Male,Master,30773,45337,638,38417,48,9,Good,Unemployed,Mortgaged,Married,0
31,Male,PhD,37881,5932,691,29681,12,2,Bad,Employed,Owned,Single,1
56,Female,Master,81596,17205,440,1233,12,2,Average,Employed,Rented,Married,1
64,Female,PhD,28280,20934,468,5055,36,1,Bad,Self-Employed,Owned,Single,1
36,Male,PhD,79593,6183,316,34929,48,4,Bad,Employed,Mortgaged,Married,0
32,Female,PhD,45555,21251,843,37821,48,8,Average,Self-Employed,Mortgaged,Single,1
45,Male,PhD,61421,21744,304,5162,24,5,Bad,Unemployed,Mortgaged,Married,1
41,Female,PhD,105472,3053,436,21018,24,5,Bad,Self-Employed,Rented,Single,1
25,Female,High School,47332,38776,461,34237,36,4,Bad,Unemployed,Mortgaged,Divorced,1
60,Male,Bachelor,64588,9359,762,31045,12,7,Bad,Self-Employed,Owned,Married,1
26,Male,PhD,112613,48458,737,761,48,8,Bad,Self-Employed,Mortgaged,Divorced,1
64,Male,PhD,27637,46905,681,21163,48,9,Bad,Unemployed,Mortgaged,Married,0
50,Male,Master,110491,35934,681,32042,48,6,Bad,Employed,Mortgaged,Married,1
50,Female,Bachelor,106416,41874,781,48476,12,9,Bad,Self-Employed,Owned,Married,0
36,Female,Bachelor,66158,13461,654,36867,24,1,Bad,Employed,Owned,Divorced,1
20,Male,Bachelor,73798,44966,544,20843,36,3,Bad,Employed,Mortgaged,Married,1
27,Female,PhD,72135,22566,775,17269,24,1,Good,Employed,Rented,Married,1
57,Female,Master,36155,46006,764,15411,48,5,Good,Unemployed,Rented,Married,1
64,Male,Bachelor,88596,28516,489,45808,48,8,Good,Self-Employed,Rented,Single,0
59,Male,Master,66465,36413,793,1534,12,6,Bad,Self-Employed,Mortgaged,Divorced,1
18,Female,High School,68081,48313,822,31430,12,5,Average,Employed,Mortgaged,Married,0
46,Male,High School,76986,47064,834,47222,12,1,Average,Self-Employed,Rented,Divorced,0
67,Male,Master,75956,32469,581,35074,36,1,Good,Employed,Rented,Divorced,1
51,Female,PhD,60278,5627,729,45623,60,5,Bad,Unemployed,Rented,Single,0
68,Female,Bachelor,88486,12191,552,27550,60,5,Average,Unemployed,Owned,Divorced,1
30,Male,High School,73692,34973,342,14660,36,8,Average,Self-Employed,Owned,Single,1
18,Female,High School,67155,7703,781,34868,36,2,Bad,Employed,Rented,Divorced,1
51,Male,Master,109338,17611,440,20571,36,7,Bad,Unemployed,Owned,Single,1
46,Male,PhD,26063,46669,810,38058,24,5,Good,Self-Employed,Owned,Single,0
65,Female,Master,99741,35904,836,46752,36,2,Bad,Employed,Mortgaged,Divorced,0
64,Female,Master,64690,24695,569,17684,24,5,Good,Employed,Owned,Divorced,1
30,Male,Master,147304,45691,660,35337,12,9,Bad,Self-Employed,Mortgaged,Married,1
65,Male,Master,46507,7958,594,40477,48,5,Bad,Employed,Mortgaged,Single,0
66,Male,Master,27661,17633,774,11967,60,5,Average,Self-Employed,Rented,Divorced,1
46,Female,PhD,56189,3272,771,29326,48,2,Bad,Self-Employed,Owned,Married,1
56,Male,Master,120294,23422,460,12286,60,9,Good,Unemployed,Rented,Divorced,1
41,Female,PhD,33057,4018,344,27933,12,2,Bad,Unemployed,Mortgaged,Single,1
43,Male,Bachelor,105776,13960,506,18369,60,5,Good,Self-Employed,Owned,Married,0
34,Female,Bachelor,119786,3215,407,16508,12,2,Average,Employed,Rented,Divorced,1
24,Male,Bachelor,55313,35925,803,13550,48,2,Average,Unemployed,Rented,Married,1
30,Female,Bachelor,56988,19180,741,14548,24,6,Good,Employed,Rented,Divorced,1
22,Male,High School,32491,20628,364,29228,60,3,Good,Self-Employed,Mortgaged,Divorced,1
43,Male,PhD,80159,16870,566,41798,36,9,Average,Self-Employed,Rented,Single,1
66,Male,Bachelor,53410,1296,698,8466,24,6,Bad,Employed,Rented,Married,1
20,Male,High School,98868,35695,523,8965,24,2,Bad,Unemployed,Owned,Divorced,1
24,Female,PhD,82029,15578,588,40319,12,1,Bad,Unemployed,Mortgaged,Divorced,1
66,Female,High School,105838,14554,584,24731,48,2,Bad,Unemployed,Mortgaged,Married,1
56,Female,High School,54354,41189,485,20845,36,6,Bad,Unemployed,Owned,Married,1
18,Female,Master,104329,22585,525,5028,48,2,Good,Employed,Rented,Married,0
66,Female,High School,26504,35225,499,8564,48,7,Good,Unemployed,Rented,Married,1
34,Male,High School,113961,4546,803,43898,24,7,Bad,Employed,Owned,Single,1
60,Female,PhD,49811,47622,310,43381,36,1,Average,Unemployed,Owned,Single,1
42,Female,High School,69206,47083,797,34551,60,6,Average,Unemployed,Mortgaged,Single,1
20,Female,Master,132931,41129,576,4591,36,5,Bad,Employed,Owned,Married,0
32,Female,Bachelor,115282,28703,302,32928,12,8,Bad,Employed,Rented,Single,1
46,Male,Bachelor,37225,4664,304,2721,24,8,Good,Employed,Rented,Divorced,1
60,Male,PhD,125232,27165,820,10439,36,9,Average,Self-Employed,Rented,Single,1
49,Male,PhD,116509,32099,579,44726,12,2,Bad,Employed,Mortgaged,Divorced,1
43,Male,High School,122891,41422,722,30972,60,1,Good,Self-Employed,Rented,Divorced,1
33,Female,PhD,143864,17479,537,40389,48,6,Good,Employed,Owned,Single,1
42,Female,High School,112732,43319,616,6915,48,2,Bad,Employed,Mortgaged,Divorced,1
45,Male,PhD,39290,7140,426,28454,12,5,Bad,Employed,Mortgaged,Divorced,0
26,Male,Bachelor,139776,18736,603,13095,24,1,Good,Self-Employed,Mortgaged,Single,1
18,Female,Bachelor,128490,23141,477,35910,48,1,Good,Self-Employed,Rented,Divorced,1
46,Female,Bachelor,95660,22628,789,24953,24,5,Good,Self-Employed,Owned,Single,0
39,Male,Bachelor,123360,47862,736,33823,24,6,Bad,Employed,Mortgaged,Married,1
33,Male,High School,124286,28243,337,35522,48,7,Good,Employed,Mortgaged,Married,1
58,Male,High School,22272,18214,782,1640,60,4,Good,Self-Employed,Mortgaged,Divorced,0
68,Male,High School,26141,18989,614,47481,36,4,Average,Self-Employed,Owned,Divorced,1
61,Female,Bachelor,84980,22029,783,45264,48,5,Bad,Employed,Owned,Divorced,1
68,Female,Master,77167,45770,396,14753,36,6,Good,Unemployed,Rented,Single,1
58,Female,Bachelor,44678,8937,316,6245,24,8,Bad,Self-Employed,Owned,Married,0
24,Male,Bachelor,94697,30703,746,48928,60,9,Average,Employed,Rented,Married,1
31,Female,Master,21071,46618,578,8092,24,7,Good,Unemployed,Owned,Married,0
46,Female,Master,37120,40284,751,23015,60,3,Bad,Unemployed,Rented,Married,0
36,Male,PhD,111477,17605,328,36367,12,6,Average,Self-Employed,Rented,Divorced,0
36,Male,Bachelor,124680,26106,845,20499,60,9,Bad,Employed,Rented,Married,1
19,Male,Master,44133,7493,309,1740,60,6,Average,Employed,Mortgaged,Married,1
58,Male,PhD,23630,33502,400,25146,24,8,Bad,Self-Employed,Rented,Divorced,1
62,Male,Master,85763,33335,386,8431,48,8,Good,Self-Employed,Mortgaged,Divorced,1
32,Male,Master,133646,26957,769,45585,48,4,Bad,Employed,Owned,Single,1
20,Female,PhD,124969,5117,600,48883,36,7,Average,Unemployed,Mortgaged,Divorced,1
28,Female,Bachelor,99544,39176,505,13458,12,7,Good,Self-Employed,Rented,Married,0
63,Female,PhD,74863,34521,381,46975,60,7,Average,Employed,Mortgaged,Married,1
47,Female,Bachelor,75308,13501,511,18428,36,8,Bad,Unemployed,Rented,Married,1
57,Female,Master,39954,2188,418,24984,60,2,Bad,Unemployed,Mortgaged,Single,1
35,Female,PhD,143324,48243,435,13793,60,2,Good,Unemployed,Owned,Single,0
68,Male,High School,126297,33113,676,27789,12,6,Bad,Unemployed,Mortgaged,Single,0
65,Male,Master,100211,42368,727,34374,12,6,Average,Unemployed,Rented,Divorced,1
19,Male,PhD,82787,44445,613,43912,36,5,Good,Employed,Mortgaged,Married,1
49,Female,Master,21619,1796,703,40445,48,2,Average,Employed,Rented,Single,1
25,Female,PhD,98421,48116,542,12043,60,8,Good,Unemployed,Rented,Married,1
39,Male,Bachelor,87740,15836,644,49932,24,3,Good,Employed,Owned,Single,1
23,Male,High School,137391,6145,723,10407,36,1,Good,Employed,Rented,Divorced,0
29,Male,Master,145930,37939,315,9805,60,1,Bad,Employed,Rented,Divorced,1
64,Male,High School,126046,9175,815,43636,12,7,Bad,Self-Employed,Owned,Married,1
57,Male,Bachelor,97230,2514,565,37672,12,7,Good,Unemployed,Rented,Married,1
53,Female,PhD,130122,16451,319,10679,12,6,Good,Unemployed,Mortgaged,Single,0
32,Female,High School,60342,38704,310,3521,12,6,Bad,Employed,Owned,Married,1
45,Female,PhD,29373,49393,319,10220,48,5,Bad,Employed,Owned,Married,1
69,Male,Bachelor,31448,17882,578,11531,48,6,Average,Employed,Rented,Married,1
66,Female,Master,69949,12433,632,13070,60,2,Average,Self-Employed,Rented,Married,1
62,Male,Bachelor,51210,2369,846,1630,60,5,Good,Self-Employed,Owned,Married,1
35,Female,High School,45410,15068,700,41291,36,2,Good,Unemployed,Mortgaged,Married,1
19,Male,High School,137687,42658,337,40884,12,3,Average,Unemployed,Rented,Divorced,1
30,Male,High School,85047,9116,382,30575,12,5,Good,Self-Employed,Mortgaged,Single,1
62,Female,PhD,144912,44687,331,32026,24,1,Average,Self-Employed,Rented,Divorced,1
32,Female,Master,49028,27826,353,44864,24,3,Average,Self-Employed,Rented,Married,1
37,Female,High School,88300,44453,836,7239,12,6,Average,Unemployed,Owned,Married,0
46,Female,High School,63369,32237,344,30041,24,2,Bad,Unemployed,Owned,Married,1
59,Female,High School,84735,6364,593,49559,24,3,Good,Unemployed,Mortgaged,Married,1
46,Male,Bachelor,138372,1090,424,22968,12,9,Average,Employed,Owned,Single,1
20,Female,High School,31467,13086,847,8004,48,8,Bad,Unemployed,Mortgaged,Single,1
36,Female,Bachelor,28199,12389,643,2429,48,3,Bad,Employed,Mortgaged,Married,1
20,Male,High School,47095,17855,722,32003,60,7,Good,Unemployed,Owned,Single,1
31,Female,Bachelor,128715,39852,466,24011,48,4,Average,Unemployed,Mortgaged,Divorced,1
57,Male,PhD,117999,43225,568,45776,12,7,Good,Unemployed,Owned,Single,1
21,Female,PhD,59007,28384,493,11137,24,5,Average,Employed,Mortgaged,Married,1
69,Female,Bachelor,149697,2111,423,44304,12,2,Average,Self-Employed,Mortgaged,Married,0
28,Male,Master,138562,34365,570,31631,36,6,Bad,Employed,Rented,Married,0
48,Female,Master,67711,12408,357,5225,24,1,Average,Unemployed,Owned,Divorced,0
60,Female,Bachelor,33617,25002,358,39812,12,6,Bad,Self-Employed,Owned,Married,1
49,Female,PhD,48304,18738,749,27832,60,1,Average,Employed,Owned,Married,1
44,Female,Bachelor,88865,41645,516,26597,60,3,Good,Self-Employed,Owned,Divorced,1
47,Male,Master,116729,13138,781,6817,24,7,Average,Employed,Rented,Divorced,1
60,Male,Bachelor,75221,12427,543,25376,48,2,Bad,Self-Employed,Rented,Divorced,1
19,Female,PhD,97099,11896,402,37360,60,9,Bad,Unemployed,Rented,Divorced,1
66,Female,Master,91120,3389,816,39514,36,3,Bad,Employed,Rented,Single,0
26,Male,Master,94341,16360,563,24215,24,3,Bad,Employed,Owned,Single,0
45,Male,High School,110800,37843,540,37186,36,7,Bad,Employed,Mortgaged,Single,0
48,Female,High School,94625,29226,528,14652,24,1,Bad,Self-Employed,Owned,Divorced,1
51,Male,Master,33639,17847,751,38988,48,5,Good,Unemployed,Owned,Divorced,1
32,Male,Master,44685,48565,754,15013,12,3,Average,Unemployed,Rented,Divorced,0
65,Male,Bachelor,147685,18456,843,10511,24,1,Good,Unemployed,Rented,Married,0
42,Male,PhD,85416,6446,673,31073,12,7,Good,Employed,Owned,Married,0
53,Female,Master,133792,17857,323,2210,24,7,Good,Employed,Owned,Married,1
25,Male,PhD,80356,38751,605,7828,48,9,Average,Self-Employed,Mortgaged,Single,0
26,Female,Master,31110,34706,673,45933,36,7,Good,Employed,Rented,Married,1
54,Female,PhD,119464,15703,486,21076,12,4,Bad,Unemployed,Mortgaged,Divorced,1
65,Male,High School,130477,18694,411,23705,36,3,Average,Employed,Owned,Single,1
62,Female,Master,72762,40959,792,26235,24,6,Good,Unemployed,Rented,Divorced,1
56,Female,Bachelor,41128,16058,593,33655,24,6,Good,Unemployed,Owned,Single,1
49,Male,PhD,125635,5056,721,35171,48,2,Average,Self-Employed,Rented,Married,0
69,Male,Master,34684,13855,448,32222,24,7,Average,Unemployed,Mortgaged,Divorced,1
34,Male,High School,71155,24488,450,21143,48,1,Bad,Unemployed,Mortgaged,Divorced,1
52,Female,High School,133102,16772,473,42898,24,9,Bad,Self-Employed,Rented,Single,1
54,Female,High School,44419,24116,496,32957,36,2,Average,Unemployed,Mortgaged,Single,1
36,Female,High School,148642,34027,554,30116,24,3,Bad,Self-Employed,Mortgaged,Married,1
61,Female,Master,21527,2656,713,21660,12,6,Bad,Employed,Owned,Divorced,1
46,Male,Bachelor,35220,44915,467,1501,60,7,Good,Employed,Rented,Single,1
24,Female,PhD,43702,29855,381,21137,12,1,Bad,Employed,Owned,Single,1
45,Male,Bachelor,128409,45079,369,9504,12,3,Good,Unemployed,Mortgaged,Married,1
26,Male,PhD,147221,40058,725,30934,48,6,Bad,Employed,Owned,Divorced,1
45,Male,Bachelor,47757,6913,701,5921,24,4,Good,Employed,Mortgaged,Married,0
23,Male,Master,66664,8973,824,28086,36,5,Bad,Employed,Mortgaged,Married,0
46,Female,Master,98621,17975,511,19280,24,3,Bad,Self-Employed,Owned,Divorced,1
34,Male,PhD,146226,43392,401,45949,60,8,Bad,Unemployed,Owned,Divorced,1
33,Female,Master,35205,14305,637,18231,24,1,Good,Unemployed,Rented,Married,1
40,Male,PhD,141922,11679,632,31269,60,7,Average,Self-Employed,Rented,Divorced,1
48,Male,Bachelor,139857,22961,504,14135,60,2,Bad,Unemployed,Owned,Single,0
20,Male,Master,80207,1228,786,18421,12,8,Bad,Unemployed,Mortgaged,Divorced,1
38,Female,Master,40994,16643,528,46398,60,3,Average,Employed,Mortgaged,Divorced,1
43,Male,PhD,116481,28355,488,28222,60,4,Good,Employed,Rented,Single,1
53,Male,PhD,141409,43328,398,2282,36,2,Bad,Unemployed,Owned,Single,1
59,Male,PhD,143385,19008,710,19432,48,5,Good,Self-Employed,Rented,Single,0
54,Male,PhD,106170,24474,759,35018,24,9,Bad,Self-Employed,Rented,Married,1
39,Female,High School,128502,4979,493,40153,36,4,Good,Employed,Owned,Divorced,0
59,Female,PhD,50569,47343,319,6373,48,7,Good,Employed,Mortgaged,Single,0
29,Male,High School,115711,1739,610,43473,12,8,Average,Unemployed,Rented,Single,0
59,Male,Bachelor,130702,40289,378,35503,36,1,Good,Self-Employed,Owned,Single,1
30,Female,PhD,26626,20558,469,30117,36,6,Bad,Self-Employed,Owned,Married,0
28,Female,High School,121159,38817,545,23156,12,5,Average,Employed,Owned,Single,1
33,Female,High School,23964,27646,771,4064,60,1,Average,Self-Employed,Mortgaged,Divorced,0
25,Male,High School,142623,39154,398,23124,12,9,Good,Self-Employed,Owned,Single,1
57,Female,Master,67377,33272,621,29536,24,7,Good,Employed,Rented,Single,1
57,Male,High School,132794,38339,440,44008,12,1,Bad,Self-Employed,Rented,Married,0
62,Female,PhD,38058,49055,408,30360,36,2,Average,Employed,Owned,Single,1
19,Female,PhD,111302,15260,612,24035,12,4,Average,Self-Employed,Mortgaged,Single,1
47,Male,PhD,131634,7594,420,37992,24,9,Average,Employed,Mortgaged,Married,0
47,Female,High School,55160,14185,398,1469,60,2,Good,Unemployed,Owned,Married,1
29,Male,High School,36262,13572,793,8627,60,1,Bad,Self-Employed,Mortgaged,Married,1
27,Female,Master,125182,41248,443,32570,48,1,Bad,Self-Employed,Owned,Divorced,1
61,Male,Bachelor,133208,18569,409,39810,48,9,Average,Unemployed,Mortgaged,Single,0
28,Female,Master,120225,17973,783,31630,24,1,Good,Self-Employed,Mortgaged,Divorced,1
32,Female,PhD,114501,5217,429,19708,48,4,Bad,Employed,Owned,Single,1
33,Male,PhD,30884,8648,699,13875,60,5,Bad,Self-Employed,Rented,Married,1
34,Male,PhD,148461,18519,805,36786,60,6,Good,Unemployed,Rented,Divorced,1
43,Male,Master,24433,47318,509,20904,48,6,Bad,Employed,Rented,Married,1
19,Male,PhD,103747,32953,660,14040,12,3,Average,Employed,Rented,Married,1
67,Female,PhD,96227,20804,453,29676,60,7,Good,Self-Employed,Rented,Married,1
29,Female,PhD,51063,11750,832,21840,48,8,Average,Unemployed,Rented,Married,0
68,Female,High School,53484,1001,846,24861,48,1,Average,Self-Employed,Owned,Divorced,1
43,Female,Bachelor,135318,18275,659,12512,24,9,Good,Self-Employed,Mortgaged,Married,1
40,Female,High School,106780,8882,609,44244,24,6,Bad,Self-Employed,Rented,Married,1
35,Female,High School,110196,46854,773,15929,60,1,Average,Unemployed,Rented,Married,1
49,Male,Bachelor,56536,13748,599,5107,36,9,Bad,Employed,Mortgaged,Single,0
66,Female,Bachelor,143616,33601,640,33267,48,4,Bad,Unemployed,Owned,Single,1
55,Female,Master,121011,28575,303,49996,12,9,Bad,Unemployed,Owned,Divorced,0
64,Male,Bachelor,50084,33369,468,5142,36,5,Bad,Employed,Owned,Married,1
20,Female,Master,134455,45617,719,48900,48,6,Bad,Self-Employed,Mortgaged,Married,1
55,Female,Master,44802,16317,579,42015,36,9,Good,Self-Employed,Owned,Divorced,1
20,Female,High School,138045,46109,688,38350,48,6,Bad,Unemployed,Rented,Divorced,1
47,Male,PhD,127803,29318,484,4510,48,1,Bad,Unemployed,Rented,Single,1
18,Male,High School,77012,47546,622,16204,36,1,Average,Employed,Owned,Single,0
47,Female,High School,134610,37972,310,19672,24,2,Good,Unemployed,Mortgaged,Divorced,0
62,Male,Bachelor,138892,42239,577,19695,48,2,Bad,Self-Employed,Owned,Married,0
49,Female,Bachelor,40614,23168,438,3615,60,6,Bad,Employed,Mortgaged,Married,1
45,Female,Master,90569,19082,385,27625,36,5,Average,Self-Employed,Rented,Married,1
38,Female,Master,89922,12079,530,24985,24,7,Good,Self-Employed,Rented,Married,0
63,Male,Master,97686,3884,750,38812,12,8,Good,Employed,Owned,Single,1
30,Female,Bachelor,28157,28861,437,46476,48,3,Average,Employed,Mortgaged,Married,1
44,Female,Master,132417,37347,830,47652,48,9,Good,Self-Employed,Rented,Divorced,1
53,Female,Master,68742,8195,637,13364,60,1,Good,Employed,Mortgaged,Married,1
24,Female,Bachelor,115944,3251,455,11877,24,3,Bad,Employed,Rented,Single,0
39,Female,PhD,27675,5640,316,26870,48,2,Average,Unemployed,Owned,Married,1
27,Male,High School,46228,19740,560,39809,24,6,Average,Unemployed,Owned,Married,1
56,Female,Bachelor,38251,49761,459,18848,48,1,Good,Self-Employed,Rented,Single,1
32,Male,Master,43349,13815,608,5269,12,8,Bad,Self-Employed,Rented,Single,0
32,Female,High School,141884,43891,380,42953,60,3,Good,Employed,Mortgaged,Single,1
21,Male,Bachelor,149417,42968,512,13463,12,6,Bad,Employed,Rented,Married,1
49,Female,High School,69178,30913,726,31234,12,2,Good,Unemployed,Owned,Divorced,0
40,Female,High School,101362,13904,641,4733,36,5,Good,Employed,Rented,Divorced,1
23,Male,PhD,140844,19462,658,46373,12,2,Average,Self-Employed,Owned,Single,1
41,Male,Master,131145,36482,505,15766,60,7,Good,Unemployed,Mortgaged,Divorced,0
37,Female,Bachelor,94660,7947,635,19549,60,5,Good,Self-Employed,Rented,Single,1
54,Male,Master,26588,2338,560,29252,48,8,Average,Self-Employed,Owned,Divorced,1
37,Male,PhD,116479,13782,542,29474,12,6,Bad,Self-Employed,Owned,Married,1
29,Female,PhD,134126,21073,694,46853,24,8,Good,Self-Employed,Owned,Divorced,1
50,Female,Bachelor,149044,7614,636,40548,36,9,Good,Self-Employed,Mortgaged,Divorced,0
45,Female,Bachelor,113570,1741,578,35724,36,7,Average,Unemployed,Owned,Married,1
25,Female,PhD,107687,31210,548,14742,36,1,Bad,Self-Employed,Mortgaged,Divorced,1
18,Female,Bachelor,148325,1733,329,44227,60,9,Good,Self-Employed,Mortgaged,Single,1
54,Male,High School,83196,14944,430,31014,60,9,Good,Self-Employed,Rented,Single,1
39,Female,High School,135154,2806,823,35680,48,2,Average,Self-Employed,Mortgaged,Divorced,1
23,Male,PhD,52400,14285,759,11754,12,2,Bad,Employed,Rented,Single,1
38,Female,Master,142377,44338,694,31460,60,7,Good,Unemployed,Rented,Single,1
49,Female,Bachelor,33536,12457,827,38659,36,5,Average,Unemployed,Rented,Married,0
52,Male,Bachelor,22700,2753,712,30684,60,5,Average,Employed,Owned,Married,0
32,Female,High School,111610,41126,416,41291,12,1,Average,Self-Employed,Rented,Single,1
22,Male,Bachelor,94345,15587,448,43263,60,6,Bad,Unemployed,Owned,Divorced,1
63,Male,Master,35115,6857,408,9788,12,8,Average,Self-Employed,Rented,Married,1
67,Male,Bachelor,72929,34792,535,23651,48,4,Good,Employed,Rented,Divorced,1
65,Female,Bachelor,65513,43442,726,12440,60,3,Good,Unemployed,Owned,Married,1
23,Female,High School,104607,23148,816,24339,12,1,Bad,Unemployed,Rented,Single,1
42,Female,Bachelor,58100,37322,479,33801,12,4,Good,Self-Employed,Rented,Married,0
63,Female,PhD,108726,10971,695,9632,24,2,Bad,Employed,Owned,Divorced,1
57,Female,PhD,41440,12908,300,32326,48,5,Good,Unemployed,Owned,Single,1
